species,spearman_correlation,p_value,significant
species_Ceanothus cuneatus,0.0008019788054816604,0.9198239019510772,False
species_Ceanothus integerrimus,0.04019993566589129,4.4764639396604786e-07,True
species_Ceanothus prostratus,-0.017458706917186435,0.02842349402178221,True
species_Ceanothus velutinus,-0.03548080404546068,8.406486049793785e-06,True
species_Celastrina ladon,0.004539316105833612,0.5688623344352386,False
species_Cercis occidentalis,0.005993866156315354,0.4518762667938474,False
species_Cercocarpus ledifolius,-0.009871243298623742,0.2153604225404595,False
species_Certhia americana,-0.014022500742017777,0.07840169211960456,False
species_Chamaebatia foliolosa,0.10032138144063914,1.5752218858764837e-36,True
species_Chamaenerion angustifolium,-0.05494131312444937,5.169610342483262e-12,True
species_Charina bottae,-0.022294572227511023,0.00513379525539155,True
species_Chimaphila menziesii,-0.011636163193689363,0.1441548426388119,False
species_Chlorogalum pomeridianum,0.0220724297294121,0.005594877061721007,True
species_Chlosyne palla,-0.0035485779144240775,0.6560453514552272,False
species_Chrysolepis sempervirens,-0.0402040948389743,4.464238160882923e-07,True
species_Cirsium andersonii,-0.044533683281744736,2.242739976345372e-08,True
species_Cirsium vulgare,0.009718918348235538,0.22252546700350287,False
species_Clarkia rhomboidea,0.01118503807316586,0.16035862221586564,False
species_Claytonia parviflora,0.016996503585870747,0.032894579440585874,True
species_Claytonia perfoliata,-0.0036084922815630355,0.6506210377793821,False
species_Coenonympha california,0.006257099703977119,0.43226023545058,False
species_Colaptes auratus,0.0009331209748019551,0.9067688660477606,False
species_Collinsia heterophylla,-0.01788291269047288,0.024790910987106146,True
species_Collinsia tinctoria,0.03288397042190225,3.653765176259209e-05,True
species_Collomia grandiflora,0.005949855735010273,0.45520431667529426,False
species_Contopus sordidulus,-0.004057314976885249,0.6105899697222401,False
species_Corallorhiza maculata,-0.030815100479537963,0.00010951145255012127,True
species_Cornus nuttallii,0.03555121810440518,8.066647270461105e-06,True
species_Corvus corax,-0.01070115652859834,0.1792300378776677,False
species_Crotalus oreganus,0.024832095585027344,0.0018262027497681725,True
species_Cryptoporus volvatus,-0.02459072589958138,0.0020230783926127043,True
species_Cyanocitta stelleri,0.01818108230296877,0.02248477061289724,True
species_Danaus plexippus,-0.012060323740118445,0.13009337308210742,False
species_Darmera peltata,0.025858813010243984,0.0011701599258139928,True
species_Dendragapus fuliginosus,-0.028757538107903862,0.00030610803983394363,True
species_Dicentra formosa,0.06295368693474371,2.5926170594880577e-15,True
species_Dichelostemma volubile,0.004069724734082203,0.6094987777468084,False
species_Diplacus grandiflorus,0.039627096174508415,6.507608927597499e-07,True
species_Diplacus torreyi,-0.02713368385949363,0.0006588654397636628,True
species_Dipterostemon capitatus,-0.013699810641175083,0.08551795975877081,False
species_Dodecatheon hendersonii,0.019324848892813735,0.015280230955622209,True
species_Draperia systyla,-0.01752779070498443,0.027802365673376826,True
species_Dryocopus pileatus,0.0064136745584002335,0.42083010926780084,False
species_Dudleya cymosa,-0.011667385191815859,0.14308161191260946,False
species_Elgaria coerulea,-0.005572084766407326,0.484332068555026,False
species_Elgaria multicarinata,0.038942359299901176,1.0110797054323285e-06,True
species_Ensatina eschscholtzii,0.05895888232475492,1.2986093392407708e-13,True
species_Epilobium canum,-0.013927966704240652,0.080434688885687,False
species_Eresia aveyrona,-0.0031725562268453875,0.6904936401602395,False
species_Ericameria nauseosa,-0.01981987214245011,0.012853022428623705,True
species_Eriodictyon californicum,-0.009039254391768795,0.256572033589851,False
species_Eriogonum nudum,-0.030904163262812055,0.00010459564832275107,True
species_Eriogonum umbellatum,-0.027565428070603654,0.0005394420281962231,True
species_Eriophyllum lanatum,-0.005819327200811853,0.46515555007863807,False
species_Erodium cicutarium,0.016127586372385698,0.04294049730714442,True
species_Erysimum capitatum,-0.008511357356525787,0.28539829017562235,False
species_Erythranthe bicolor,0.019827211162619818,0.012819763416154945,True
species_Erythranthe breweri,-0.026149681812501064,0.0010286152204815827,True
species_Erythranthe cardinalis,0.023294728903405337,0.0034546036453952933,True
species_Erythranthe erubescens,-0.0422523173310068,1.1241774506803651e-07,True
species_Erythranthe guttata,0.00307662499216639,0.6993893370335246,False
species_Erythranthe moschata,-0.014657886206190657,0.06579834883348454,False
species_Erythranthe primuloides,-0.03236946526529712,4.8296167596071034e-05,True
species_Eschscholzia californica,0.012290734947035985,0.12291434297357268,False
species_Euphagus cyanocephalus,-0.015966671487853003,0.045060620424560244,True
species_Frangula californica,0.018414424499017708,0.020812354767093172,True
species_Frasera speciosa,-0.02726376005769642,0.0006205211249703325,True
species_Fritillaria micrantha,0.037344991580881476,2.748565704223615e-06,True
species_Glaucopsyche lygdamus,-0.015887951668662154,0.04612952384092304,True
species_Goodyera oblongifolia,0.012381839818163107,0.12016260351576936,False
species_Haemorhous mexicanus,0.007230865680770185,0.3641158508325918,False
species_Helenium bigelovii,-0.016641838454190566,0.036721719530515576,True
species_Heracleum maximum,-0.025931818030700864,0.001133033730388182,True
species_Heteromeles arbutifolia,0.02506049199788176,0.0016562734320145873,True
species_Hieracium albiflorum,-0.00829667921565915,0.29772449084052494,False
species_Hippodamia convergens,0.020378396597140847,0.010529515418944561,True
species_Hosackia crassifolia,-0.009834378095552614,0.21707904861197355,False
species_Hosackia oblongifolia,-0.01273096859038899,0.11006180036268091,False
species_Hyles lineata,-0.010180981738718902,0.20130669975350224,False
species_Icaricia acmon,0.0016768226998471554,0.8333114558203132,False
species_Ipomopsis aggregata,-0.04298859175459686,6.740707903569816e-08,True
species_Iris hartwegii,0.053217190713581795,2.3255320554530627e-11,True
species_Iris macrosiphon,0.016236083511976713,0.041559101070816215,True
species_Iris missouriensis,-0.024249234990021917,0.0023349866586157945,True
species_Isotrema californicum,-0.006625348552624826,0.4056631315418977,False
species_Junco hyemalis,0.003843318728619095,0.6295411877013115,False
species_Juniperus occidentalis,-0.0323522531104227,4.8745703779225695e-05,True
species_Junonia grisea,-0.002972847485834803,0.7090592589545017,False
species_Keckiella breviflora,-0.007689184223371273,0.3345068421512746,False
species_Kelloggia galioides,-0.02858583973706657,0.0003325701866503984,True
species_Lamium amplexicaule,-0.008676740215050325,0.27614102170171206,False
species_Lathyrus latifolius,0.054707156045192655,6.3581854789960585e-12,True
species_Lathyrus sulphureus,0.07177459019856733,1.881084689620055e-19,True
species_Leptosiphon ciliatus,-0.037637080177342054,2.295892640615906e-06,True
species_Letharia columbiana,-0.007951960453102438,0.31825118856555923,False
species_Letharia vulpina,-0.027017815449411123,0.0006948653865907265,True
species_Leuconotopicus albolarvatus,-0.008316170400881291,0.29659089958953627,False
species_Leuconotopicus villosus,0.0045637465250680095,0.5667841277748467,False
species_Lilium kelleyanum,-0.02111324373147178,0.008044491357351538,True
species_Lilium pardalinum,0.017085421999213334,0.03199043394040496,True
species_Lilium parvum,-0.0511055690163605,1.3771303064966485e-10,True
species_Lilium washingtonianum,-0.012710994304548539,0.11062099013552472,False
species_Limenitis bredowii,0.06252202409261626,4.005404695867311e-15,True
species_Limenitis lorquini,0.010114913305788927,0.20424683634290616,False
species_Lithobates catesbeianus,0.007043652098966405,0.3766679042232848,False
species_Lonicera conjugialis,-0.03299052702224645,3.446897118812688e-05,True
species_Lonicera involucrata,-0.0217859428632352,0.006244556468279718,True
species_Lupinus stiversii,0.026259694913476298,0.000979340432999138,True
species_Lysimachia latifolia,0.08727777237556648,5.035571217702746e-28,True
species_Madia elegans,0.020907801776555112,0.008680091598404077,True
species_Maianthemum racemosum,-0.013706657940357917,0.08536171078558534,False
species_Maianthemum stellatum,-0.015846775497151046,0.04669709103886272,True
species_Marmota flaviventris,-0.02770376232997756,0.0005056640172831812,True
species_Melanerpes formicivorus,0.005705149067594606,0.4739585154843933,False
species_Meleagris gallopavo,0.03898000814308544,9.870622944282127e-07,True
species_Melozone crissalis,0.00275558953493609,0.7294540607797476,False
species_Mergus merganser,-0.014146060000673802,0.07580774993290045,False
species_Monardella odoratissima,-0.036543797228572275,4.472843961173823e-06,True
species_Monochamus scutellatus,-0.021633798092391472,0.006616511265969207,True
species_Myriopteris gracillima,-0.025346479955832297,0.0014640249761917598,True
species_Navarretia leptalea,-0.03309337899613294,3.257807210275228e-05,True
species_Nemophila heterophylla,0.02571590063228774,0.0012461111540414992,True
species_Nemophila maculata,0.0038617120580700837,0.6279024432083216,False
species_Nemophila menziesii,0.0126008155121528,0.11374592067358137,False
species_Neolentinus ponderosus,-0.023629744805018497,0.0030154464202864955,True
species_Nucifraga columbiana,-0.024129116862441926,0.0024547727792469647,True
species_Nymphalis antiopa,-0.023336128817576615,0.003397348664237503,True
species_Nymphalis californica,-0.002027400294821656,0.7991423872951791,False
species_Occidryas chalcedona,-0.0057899778982503395,0.46740962029935074,False
species_Odocoileus hemionus,0.0058921286593133565,0.4595904611692436,False
species_Omphalotus olivascens,0.006359691443087214,0.42475075039852306,False
species_Opuntia basilaris,-0.006347214092428654,0.4256599722666269,False
species_Opuntia polyacantha,-0.0025806831181352206,0.7460141956141948,False
species_Otospermophilus beecheyi,-0.011916996192091432,0.13472065290891735,False
species_Paeonia brownii,-0.02882800826500806,0.0002958287638244296,True
species_Papilio eurymedon,0.0030564012091590298,0.7012700143306757,False
species_Papilio rutulus,0.009412960901059466,0.2374291110926527,False
species_Parnassius clodius,-0.02590933001454294,0.0011443521620716512,True
species_Passerella iliaca,-0.022532303227291373,0.004678641768724584,True
species_Pedicularis attollens,-0.02939330580377034,0.0002243240981093447,True
species_Pedicularis groenlandica,-0.016651236044955334,0.03661561983492669,True
species_Pedicularis semibarbata,-0.03072589873009176,0.0001146528109309861,True
species_Pellaea bridgesii,-0.032967804036886705,3.490055796471877e-05,True
species_Pellaea mucronata,-0.005596395951477033,0.48242765234371465,False
species_Penstemon laetus,0.005230898342805396,0.5114837361555253,False
species_Penstemon newberryi,-0.05701375487857733,7.976254893100988e-13,True
species_Penstemon rostriflorus,-0.00718053539309414,0.36746435593813676,False
species_Penstemon speciosus,-0.013413824740056497,0.09225300707803911,False
species_Pentagramma triangularis,0.0025275064967637258,0.7510727084275519,False
species_Phacelia cicutaria,-0.027380227020501184,0.0005879605725682372,True
species_Pheucticus melanocephalus,0.03336116638389681,2.81062772628996e-05,True
species_Phlox diffusa,-0.03474849254580593,1.2854657084740877e-05,True
species_Phyllodoce breweri,-0.040443160812242675,3.813149292453383e-07,True
species_Pinus contorta,-0.03977845194765061,5.897954333299444e-07,True
species_Pinus jeffreyi,-0.027458929735510045,0.0005668659597239266,True
species_Pinus lambertiana,0.012194484792817985,0.12587469801193676,False
species_Pinus longaeva,-0.012103354420662937,0.12872849069216563,False
species_Pinus monophylla,0.0435252688666351,4.618606631898454e-08,True
species_Pinus ponderosa,0.06820278024487676,1.0344907517913351e-17,True
species_Pinus sabiniana,-0.00977090050106963,0.22006140007221806,False
species_Pipilo chlorurus,-0.025909329950145638,0.0011443521946325223,True
species_Pipilo maculatus,0.01274819228160714,0.10958141005275457,False
species_Piranga ludoviciana,-0.011481193234046786,0.14957333814762908,False
species_Pituophis catenifer,0.006287113102354757,0.4300554034399485,False
species_Platanthera dilatata,-0.04354813442763337,4.5443582686340665e-08,True
species_Poecile gambeli,-0.02224315482189271,0.005237352783695099,True
species_Polemonium californicum,-0.02494114343367602,0.0017431656437119183,True
species_Populus tremuloides,-0.04402866300353377,3.2266256092425834e-08,True
species_Prunella vulgaris,0.05046770445092034,2.3248283568135852e-10,True
species_Prunus emarginata,-0.029952053780366583,0.00016984899380574704,True
species_Pseudacris regilla,0.024527467492398747,0.0020778023375856744,True
species_Pseudotsuga menziesii,0.07216451573073505,1.1998319702851323e-19,True
species_Pteridium aquilinum,0.021433319802506526,0.007137010232803589,True
species_Pterospora andromedea,-0.03967095555999479,6.324960898414554e-07,True
species_Purshia tridentata,-0.027835464396019135,0.00047534699787597627,True
species_Pyrola picta,-0.03981881688248157,5.744903094306884e-07,True
species_Quercus chrysolepis,0.09106728110181674,2.2567034366559315e-30,True
species_Quercus douglasii,-0.024956442740061844,0.001731797394940475,True
species_Quercus kelloggii,0.1057451428745218,2.044100012002646e-40,True
species_Quercus lobata,-0.01581202789360358,0.04718060867626222,True
species_Quercus vacciniifolia,-0.04059419927214639,3.4501137448270486e-07,True
species_Quercus wislizeni,-0.016036413372157363,0.04413114382585782,True
species_Rhododendron columbianum,-0.03123165019016908,8.82523989230731e-05,True
species_Rhododendron occidentale,0.003293549929035066,0.6793347011194704,False
species_Ribes cereum,-0.02917473009729018,0.00024979532185140363,True
species_Ribes nevadense,-0.017340244454588254,0.029516419199853726,True
species_Ribes roezlii,0.013370961265600313,0.09329820517973628,False
species_Rubus armeniacus,0.053433573640798836,1.9304773021562918e-11,True
species_Rubus parviflorus,-0.0032721874579802277,0.6812998922083815,False
species_Sambucus cerulea,-0.004238633896313221,0.5947336571023234,False
species_Sambucus racemosa,-0.029864505423766216,0.00017747081107315928,True
species_Sarcodes sanguinea,-0.051918440675750806,7.001395461402274e-11,True
species_Sayornis nigricans,0.011964997604807869,0.13315698280949342,False
species_Sceloporus graciosus,-0.0023815251377904264,0.765013923534416,False
species_Sceloporus occidentalis,0.020550771493769406,0.009892099210317898,True
species_Sciurus griseus,0.027950113664973505,0.0004503444817197428,True
species_Sedum obtusatum,-0.03895805393681989,1.0010000015879678e-06,True
species_Sedum spathulifolium,0.038325175200434214,1.4948662861457697e-06,True
species_Senecio integerrimus,-0.028812874147003287,0.0002980086884950605,True
species_Senecio triangularis,-0.032990534370727714,3.446883243883403e-05,True
species_Sequoiadendron giganteum,-0.01063834666629532,0.18179596125185307,False
species_Setophaga coronata,-0.017278955904249316,0.030095915556065896,True
species_Sialia mexicana,-0.00246368687171785,0.7571577897785025,False
species_Sidalcea glaucescens,-0.03138968591835005,8.12584303355651e-05,True
species_Silene laciniata,0.09225017910685555,3.980130879189875e-31,True
species_Sitta canadensis,-0.009131135270748967,0.2517689960844213,False
species_Sitta carolinensis,-0.00916568481485623,0.2499792564591262,False
species_Sphyrapicus ruber,-0.012291697151746975,0.12288502547173014,False
species_Spinus psaltria,-0.006265710048012297,0.43162703720921924,False
species_Spiraea splendens,-0.04855557694896693,1.0756727693428116e-09,True
species_Streptanthus tortuosus,-0.04997155849715302,3.4784259816235924e-10,True
species_Sympetrum corruptum,-0.0034717044730733964,0.6630316614770233,False
species_Tamiasciurus douglasii,-0.021246967083732547,0.00765348925943221,True
species_Taricha sierrae,0.05462904446240183,6.811327588539893e-12,True
species_Thamnophis couchii,0.01019163291168718,0.2008356117723794,False
species_Thamnophis elegans,-0.020380830201652784,0.010520267864035366,True
species_Toxicodendron diversilobum,0.04525374936477984,1.3261393860188269e-08,True
species_Tragopogon dubius,-0.005485428498513142,0.49115331401996487,False
species_Trichodes ornatus,-0.00273704458926177,0.7312040827809514,False
species_Trifolium hirtum,0.0030722721348979505,0.69979396857152,False
species_Trifolium willdenovii,0.003279266794609168,0.6806484045960547,False
species_Triteleia hyacinthina,-0.01573467467695412,0.04827212399206015,True
species_Triteleia ixioides,-0.019644168381916936,0.0136724004979521,True
species_Triteleia laxa,-0.016596735305118536,0.037234590008562586,True
species_Tsuga mertensiana,-0.03860534525276874,1.2526433889838353e-06,True
species_Turdus migratorius,-0.008109579150605575,0.3087532333116967,False
species_Umbellularia californica,0.04712985425497239,3.2487539374148473e-09,True
species_Ursus americanus,-0.011447872998423377,0.15075841514849506,False
species_Valeriana californica,-0.0266383993400268,0.0008259425080491573,True
species_Vanessa cardui,-0.003291427706157172,0.679529832915855,False
species_Veratrum californicum,-0.058463229508482255,2.0739463063164072e-13,True
species_Verbascum thapsus,0.015643127181259688,0.049591260573694666,True
species_Vicia sativa,-0.011619536079361406,0.14472889864169997,False
species_Vinca major,0.034789782176571346,1.2553215199295563e-05,True
species_Viola lobata,-0.004392948355425965,0.5813889328249782,False
species_Viola macloskeyi,-0.032887618583188026,3.6464918739824685e-05,True
species_Viola purpurea,-0.009433251450589255,0.23641941400356922,False
species_Woodwardia fimbriata,0.06536198083534608,2.1699742690280737e-16,True
species_Wyethia mollis,-0.04748306421282179,2.477796396030303e-09,True
species_Zonotrichia leucophrys,-0.02505543166959079,0.001659875205327528,True
