species,cramer_v,odds_ratio,co_occurrence_ratio,p_value,chi2_statistic,adjusted_p_value,preference_index,relative_risk,interpretation,cooccurrence_zscore,relative_strength,co_occurrence_ratio_percentile,cramer_v_percentile,odds_ratio_percentile,rank
species_Apis mellifera,0.01764680408591285,1.5486826659710446,0.2413793103448276,0.10862500661427212,2.5741125342955162,0.13223913848693997,0.08469440655529775,inf,Not a significant association,,,,,,
species_Apocynum androsaemifolium,0.04825370948309964,0.37439701145069165,0.07342657342657342,1.1486733511340832e-05,19.24672367841696,3.430704408720462e-05,-0.11794715283257104,inf,"Below average association with VCM (z-score: -0.3, ranked #61 of 163 significant species)
Co-occurrence ratio: 7.3% (higher than 63.2% of significant species)
Effect size (Cramer's V): 0.048 (stronger than 54.6% of significant species)
Odds ratio: 0.4 (higher than 63.2% of significant species)
p=3.4e-05",-0.3127496576174666,weak,0.6319018404907976,0.5460122699386503,0.6319018404907976,61.0
species_Aquilegia formosa,0.07312242424637876,0.37885403779443516,0.0764525993883792,2.968777833631604e-11,44.19738387609872,1.8472395409263314e-10,-0.11429613391558278,inf,"Below average association with VCM (z-score: -0.3, ranked #57 of 163 significant species)
Co-occurrence ratio: 7.6% (higher than 65.6% of significant species)
Effect size (Cramer's V): 0.073 (stronger than 78.5% of significant species)
Odds ratio: 0.4 (higher than 63.8% of significant species)
p=1.8e-10",-0.29781428399996557,weak,0.656441717791411,0.7852760736196319,0.6380368098159509,57.0
species_Arctostaphylos nevadensis,0.058682148496181676,0.05881499650538698,0.012269938650306749,9.541990492226285e-08,28.464752567889363,4.362052796446302e-07,-0.19173502950176097,inf,"Below average association with VCM (z-score: -0.6, ranked #128 of 163 significant species)
Co-occurrence ratio: 1.2% (higher than 22.1% of significant species)
Effect size (Cramer's V): 0.059 (stronger than 70.6% of significant species)
Odds ratio: 0.1 (higher than 22.1% of significant species)
p=4.4e-07",-0.6145967670280977,weak,0.22085889570552147,0.7055214723926381,0.22085889570552147,128.0
species_Arctostaphylos patula,0.08777827175351999,0.1329862509942463,0.028169014084507043,1.4564139154348164e-15,63.68973658415969,1.4184205089452126e-14,-0.1725521718840264,inf,"Below average association with VCM (z-score: -0.5, ranked #105 of 163 significant species)
Co-occurrence ratio: 2.8% (higher than 36.2% of significant species)
Effect size (Cramer's V): 0.088 (stronger than 86.5% of significant species)
Odds ratio: 0.1 (higher than 35.6% of significant species)
p=1.4e-14",-0.5361246604500991,weak,0.3619631901840491,0.8650306748466258,0.3558282208588957,105.0
species_Arctostaphylos viscida,0.12738715542708015,4.67609660998592,0.47761194029850745,5.10077045079828e-31,134.13641058226025,1.2695250899764607e-29,0.369718332872203,inf,"Very strong association with VCM (z-score: 1.7, ranked #13 of 163 significant species)
Co-occurrence ratio: 47.8% (higher than 92.6% of significant species)
Effect size (Cramer's V): 0.127 (stronger than 95.1% of significant species)
Odds ratio: 4.7 (higher than 92.6% of significant species)
p=1.3e-29",1.6821636515058584,strong,0.9263803680981595,0.950920245398773,0.9263803680981595,13.0
species_Ariolimax buttoni,0.0617082254209905,3.316123188405797,0.40229885057471265,2.019057290874474e-08,31.476143429367895,1.0278837117179141e-07,0.2788501384981134,inf,"Very strong association with VCM (z-score: 1.3, ranked #18 of 163 significant species)
Co-occurrence ratio: 40.2% (higher than 89.6% of significant species)
Effect size (Cramer's V): 0.062 (stronger than 73.6% of significant species)
Odds ratio: 3.3 (higher than 89.6% of significant species)
p=1.0e-07",1.3104453822276887,strong,0.8957055214723927,0.7361963190184049,0.8957055214723927,18.0
species_Artemisia douglasiana,0.07431560813197201,3.478746617788252,0.41228070175438597,1.412746532347437e-11,45.6515442529972,9.041577807023597e-11,0.2908936331487016,inf,"Very strong association with VCM (z-score: 1.4, ranked #16 of 163 significant species)
Co-occurrence ratio: 41.2% (higher than 90.8% of significant species)
Effect size (Cramer's V): 0.074 (stronger than 79.1% of significant species)
Odds ratio: 3.5 (higher than 90.8% of significant species)
p=9.0e-11",1.359712202355613,strong,0.9079754601226994,0.7914110429447853,0.9079754601226994,16.0
species_Asarum hartwegii,0.06987962098079231,3.001074920234094,0.37681159420289856,2.1076663210973759e-10,40.364212367313016,1.2759925835832763e-09,0.24809876480530718,inf,"Very strong association with VCM (z-score: 1.2, ranked #19 of 163 significant species)
Co-occurrence ratio: 37.7% (higher than 89.0% of significant species)
Effect size (Cramer's V): 0.070 (stronger than 77.9% of significant species)
Odds ratio: 3.0 (higher than 89.0% of significant species)
p=1.3e-09",1.184649469964293,strong,0.8895705521472392,0.7791411042944786,0.8895705521472392,19.0
species_Asclepias cordifolia,0.08575772815329925,2.986819593894917,0.37264150943396224,6.3455468256398164e-15,60.79137069563343,5.922510370597163e-14,0.24306739410029657,inf,"Very strong association with VCM (z-score: 1.2, ranked #20 of 163 significant species)
Co-occurrence ratio: 37.3% (higher than 88.3% of significant species)
Effect size (Cramer's V): 0.086 (stronger than 85.9% of significant species)
Odds ratio: 3.0 (higher than 88.3% of significant species)
p=5.9e-14",1.1640674343747677,strong,0.8834355828220859,0.8588957055214724,0.8834355828220859,20.0
species_Asclepias speciosa,0.023270611358119128,1.725,0.26136363636363635,0.03436974705328292,4.47621550373783,0.04723204503027837,0.1088062791098844,inf,"Above average association with VCM (z-score: 0.6, ranked #37 of 163 significant species)
Co-occurrence ratio: 26.1% (higher than 77.9% of significant species)
Effect size (Cramer's V): 0.023 (stronger than 0.6% of significant species)
Odds ratio: 1.7 (higher than 77.9% of significant species)
p=4.7e-02",0.6148399556143441,average,0.7791411042944786,0.006134969325153374,0.7791411042944786,37.0
species_Bistorta bistortoides,0.03969118519602079,0.06140971239981141,0.012658227848101266,0.00030782404735545723,13.022175246600998,0.0005794335009043901,-0.19126654336704058,inf,"Below average association with VCM (z-score: -0.6, ranked #127 of 163 significant species)
Co-occurrence ratio: 1.3% (higher than 22.7% of significant species)
Effect size (Cramer's V): 0.040 (stronger than 27.6% of significant species)
Odds ratio: 0.1 (higher than 24.5% of significant species)
p=5.8e-04",-0.6126803114808228,weak,0.22699386503067484,0.27607361963190186,0.24539877300613497,127.0
species_Boloria epithore,0.0386854611264831,0.11402621912176052,0.023255813953488372,0.00043614614245403684,12.370605484632339,0.0008074110405760683,-0.17848014039709023,inf,"Below average association with VCM (z-score: -0.6, ranked #111 of 163 significant species)
Co-occurrence ratio: 2.3% (higher than 32.5% of significant species)
Effect size (Cramer's V): 0.039 (stronger than 26.4% of significant species)
Odds ratio: 0.1 (higher than 33.1% of significant species)
p=8.1e-04",-0.5603744456603124,weak,0.32515337423312884,0.26380368098159507,0.3312883435582822,111.0
species_Bombus vosnesenskii,0.007082768995080342,0.8646212703398042,0.15196078431372548,0.5196091742575022,0.41466898712699174,0.5650119176392258,-0.023192549534775255,inf,Not a significant association,,,,,,
species_Branta canadensis,0.04452948262494325,2.645922190201729,0.35064935064935066,5.154445850008121e-05,16.390443285637783,0.00012027040316685617,0.21653299262407422,inf,"Very strong association with VCM (z-score: 1.1, ranked #22 of 163 significant species)
Co-occurrence ratio: 35.1% (higher than 86.8% of significant species)
Effect size (Cramer's V): 0.045 (stronger than 41.7% of significant species)
Odds ratio: 2.6 (higher than 86.5% of significant species)
p=1.2e-04",1.0555220642261347,strong,0.8680981595092024,0.4171779141104294,0.8650306748466258,22.5
species_Buteo jamaicensis,0.008894191034965603,0.7701747720364741,0.13761467889908258,0.4187233921575362,0.6538954380199791,0.46359148473974626,-0.04050168796090841,inf,Not a significant association,,,,,,
species_Callospermophilus lateralis,0.052244612020276075,0.18745987416538265,0.03804347826086957,2.0346507052914865e-06,22.562042744243083,7.121277468520203e-06,-0.1606382438615753,inf,"Below average association with VCM (z-score: -0.5, ranked #90 of 163 significant species)
Co-occurrence ratio: 3.8% (higher than 45.4% of significant species)
Effect size (Cramer's V): 0.052 (stronger than 61.3% of significant species)
Odds ratio: 0.2 (higher than 46.0% of significant species)
p=7.1e-06",-0.48738786387000765,weak,0.4539877300613497,0.6134969325153374,0.4601226993865031,90.0
species_Calochortus albus,0.2025517574764167,367.2375279225614,0.9863013698630136,9.86583633835765e-76,339.1309546997859,2.2099473397921138e-73,0.9834720658717955,inf,"Exceptionally strong association with VCM (z-score: 4.2, ranked #1 of 163 significant species)
Co-occurrence ratio: 98.6% (higher than 100.0% of significant species)
Effect size (Cramer's V): 0.203 (stronger than 100.0% of significant species)
Odds ratio: 367.2 (higher than 100.0% of significant species)
p=2.2e-73",4.192871352534832,very_strong,1.0,1.0,1.0,1.0
species_Calochortus leichtlinii,0.09629051499352567,0.17326995779618595,0.03690685413005272,2.0501532622975047e-18,76.64122185362022,3.0640553749240835e-17,-0.1620096254212501,inf,"Below average association with VCM (z-score: -0.5, ranked #92 of 163 significant species)
Co-occurrence ratio: 3.7% (higher than 44.2% of significant species)
Effect size (Cramer's V): 0.096 (stronger than 92.0% of significant species)
Odds ratio: 0.2 (higher than 42.9% of significant species)
p=3.1e-17",-0.4929978309590827,weak,0.44171779141104295,0.9202453987730062,0.4294478527607362,92.0
species_Calochortus minimus,0.04482178161925708,0.24562899786780384,0.049079754601226995,4.599727598238448e-05,16.60632876079646,0.00011001948092365885,-0.1473225439302668,inf,"Below average association with VCM (z-score: -0.4, ranked #81 of 163 significant species)
Co-occurrence ratio: 4.9% (higher than 50.9% of significant species)
Effect size (Cramer's V): 0.045 (stronger than 43.6% of significant species)
Odds ratio: 0.2 (higher than 50.9% of significant species)
p=1.1e-04",-0.4329167811464271,weak,0.50920245398773,0.43558282208588955,0.50920245398773,81.0
species_Caloscypha fulgens,0.04516234033221185,0.18050182677842252,0.0364963503649635,4.0248394286168824e-05,16.859639312079388,0.00010017378133446462,-0.16250491430203065,inf,"Below average association with VCM (z-score: -0.5, ranked #93 of 163 significant species)
Co-occurrence ratio: 3.6% (higher than 43.6% of significant species)
Effect size (Cramer's V): 0.045 (stronger than 45.4% of significant species)
Odds ratio: 0.2 (higher than 44.2% of significant species)
p=1.0e-04",-0.49502392960475977,weak,0.43558282208588955,0.4539877300613497,0.44171779141104295,93.0
species_Caltha leptosepala,0.031038993570352873,0.0,0.0,0.00477267998851415,7.963622461298125,0.007223515658291687,-0.20653919135892573,inf,"Below average association with VCM (z-score: -0.7, ranked #153 of 163 significant species)
Co-occurrence ratio: 0.0% (higher than 6.4% of significant species)
Effect size (Cramer's V): 0.031 (stronger than 9.8% of significant species)
Odds ratio: 0.0 (higher than 6.4% of significant species)
p=7.2e-03",-0.675156762321988,weak,0.06441717791411043,0.09815950920245399,0.06441717791411043,153.5
species_Calvatia sculpta,0.03618993686018466,0.16912181303116147,0.03409090909090909,0.001000805425053897,10.826075506518364,0.001654815181390043,-0.16540717347168962,inf,"Below average association with VCM (z-score: -0.5, ranked #98 of 163 significant species)
Co-occurrence ratio: 3.4% (higher than 40.5% of significant species)
Effect size (Cramer's V): 0.036 (stronger than 17.8% of significant species)
Odds ratio: 0.2 (higher than 42.3% of significant species)
p=1.7e-03",-0.5068963208520316,weak,0.4049079754601227,0.17791411042944785,0.4233128834355828,98.0
species_Calyptridium monospermum,0.08357613597681458,0.1674497226074896,0.0351288056206089,2.994969798311558e-14,57.737766192800805,2.484715684525144e-13,-0.16415491063203136,inf,"Below average association with VCM (z-score: -0.5, ranked #95 of 163 significant species)
Co-occurrence ratio: 3.5% (higher than 42.3% of significant species)
Effect size (Cramer's V): 0.084 (stronger than 84.0% of significant species)
Odds ratio: 0.2 (higher than 40.5% of significant species)
p=2.5e-13",-0.5017736376222671,weak,0.4233128834355828,0.8404907975460123,0.4049079754601227,95.0
species_Camponotus modoc,0.03657592678126832,0.28367560670261943,0.056,0.0008829383384505226,11.058241738965323,0.001498319604643311,-0.1389729966428259,inf,"Below average association with VCM (z-score: -0.4, ranked #72 of 163 significant species)
Co-occurrence ratio: 5.6% (higher than 56.4% of significant species)
Effect size (Cramer's V): 0.037 (stronger than 19.6% of significant species)
Odds ratio: 0.3 (higher than 57.1% of significant species)
p=1.5e-03",-0.398760943800673,weak,0.5644171779141104,0.19631901840490798,0.5705521472392638,72.0
species_Canis latrans,0.0,1.0110519852640196,0.17272727272727273,1.0,0.0,1.0,0.0018630326030705457,inf,Not a significant association,,,,,,
species_Castilleja applegatei,0.04265241531804146,0.2400670372792675,0.04794520547945205,0.00010538240411793995,15.037743049336658,0.00023371939131107473,-0.14869142191021012,inf,"Below average association with VCM (z-score: -0.4, ranked #82 of 163 significant species)
Co-occurrence ratio: 4.8% (higher than 50.3% of significant species)
Effect size (Cramer's V): 0.043 (stronger than 38.7% of significant species)
Odds ratio: 0.2 (higher than 50.3% of significant species)
p=2.3e-04",-0.4385165067386704,weak,0.5030674846625767,0.38650306748466257,0.5030674846625767,82.0
species_Castilleja miniata,0.05261022345536395,0.038053748231966056,0.007936507936507936,1.725328677960485e-06,22.878929168984822,6.233445546179816e-06,-0.19696348349099774,inf,"Below average association with VCM (z-score: -0.6, ranked #142 of 163 significant species)
Co-occurrence ratio: 0.8% (higher than 13.5% of significant species)
Effect size (Cramer's V): 0.053 (stronger than 62.6% of significant species)
Odds ratio: 0.0 (higher than 14.1% of significant species)
p=6.2e-06",-0.6359850193342733,weak,0.13496932515337423,0.6257668711656442,0.1411042944785276,142.0
species_Ceanothus cordulatus,0.08070723825438901,0.11094229451544672,0.023391812865497075,2.172891050239552e-13,53.8418995627748,1.6783710181160677e-12,-0.17831605237976958,inf,"Below average association with VCM (z-score: -0.6, ranked #110 of 163 significant species)
Co-occurrence ratio: 2.3% (higher than 33.1% of significant species)
Effect size (Cramer's V): 0.081 (stronger than 82.8% of significant species)
Odds ratio: 0.1 (higher than 31.9% of significant species)
p=1.7e-12",-0.5597032040424078,weak,0.3312883435582822,0.8282208588957055,0.31901840490797545,110.0
species_Ceanothus integerrimus,0.04674136669130576,1.962881456880104,0.28431372549019607,2.14142730858778e-05,18.05918780717438,5.9219718163415154e-05,0.13649646108625904,inf,"Above average association with VCM (z-score: 0.7, ranked #31 of 163 significant species)
Co-occurrence ratio: 28.4% (higher than 81.6% of significant species)
Effect size (Cramer's V): 0.047 (stronger than 50.9% of significant species)
Odds ratio: 2.0 (higher than 81.6% of significant species)
p=5.9e-05",0.7281133247084978,average,0.8159509202453987,0.50920245398773,0.8159509202453987,31.0
species_Ceanothus parvifolius,0.013249506908596529,0.5245914276904101,0.09803921568627451,0.22835287427029158,1.4510916158309493,0.259649968713428,-0.08825103534334477,inf,Not a significant association,,,,,,
species_Ceanothus prostratus,0.04870984083121057,0.31698022959183675,0.06276150627615062,9.485590913420388e-06,19.612313276366244,2.9510727286196762e-05,-0.1308149743280308,inf,"Below average association with VCM (z-score: -0.4, ranked #66 of 163 significant species)
Co-occurrence ratio: 6.3% (higher than 60.1% of significant species)
Effect size (Cramer's V): 0.049 (stronger than 56.4% of significant species)
Odds ratio: 0.3 (higher than 60.1% of significant species)
p=3.0e-05",-0.36538858555721476,weak,0.6012269938650306,0.5644171779141104,0.6012269938650306,66.0
species_Ceanothus velutinus,0.05735414589910988,0.061146496815286625,0.012738853503184714,1.843155481198813e-07,27.19099089631422,8.257336555770682e-07,-0.1911692653543534,inf,"Below average association with VCM (z-score: -0.6, ranked #126 of 163 significant species)
Co-occurrence ratio: 1.3% (higher than 23.3% of significant species)
Effect size (Cramer's V): 0.057 (stronger than 69.9% of significant species)
Odds ratio: 0.1 (higher than 23.9% of significant species)
p=8.3e-07",-0.6122823723034905,weak,0.2331288343558282,0.6993865030674846,0.2392638036809816,126.0
species_Celastrina ladon,0.006169928902865912,0.8720980533525595,0.15300546448087432,0.5748283583020906,0.3146702753606291,0.6190459243253282,-0.021932101970674786,inf,Not a significant association,,,,,,
species_Certhia americana,0.02998679688521815,0.38515418614102825,0.0743801652892562,0.006404371785461099,7.432853224140429,0.009255350193182492,-0.11679660687768331,inf,"Below average association with VCM (z-score: -0.3, ranked #60 of 163 significant species)
Co-occurrence ratio: 7.4% (higher than 63.8% of significant species)
Effect size (Cramer's V): 0.030 (stronger than 5.5% of significant species)
Odds ratio: 0.4 (higher than 64.4% of significant species)
p=9.3e-03",-0.3080430718420832,weak,0.6380368098159509,0.05521472392638037,0.6441717791411042,60.0
species_Chamaebatia foliolosa,0.09105802634667412,2.2199133984189934,0.30018083182640143,1.2445173400691098e-16,68.5380693643451,1.2671449280703664e-15,0.15564074673435033,inf,"Above average association with VCM (z-score: 0.8, ranked #30 of 163 significant species)
Co-occurrence ratio: 30.0% (higher than 82.2% of significant species)
Effect size (Cramer's V): 0.091 (stronger than 87.1% of significant species)
Odds ratio: 2.2 (higher than 84.0% of significant species)
p=1.3e-15",0.8064276433399303,average,0.8220858895705522,0.8711656441717791,0.8404907975460123,30.0
species_Chamaenerion angustifolium,0.09250593194944581,0.05988556191322704,0.01288659793814433,4.0857218183134354e-17,70.73503398727622,5.084453818345608e-16,-0.19099100590326945,inf,"Below average association with VCM (z-score: -0.6, ranked #125 of 163 significant species)
Co-occurrence ratio: 1.3% (higher than 23.9% of significant species)
Effect size (Cramer's V): 0.093 (stronger than 89.6% of significant species)
Odds ratio: 0.1 (higher than 22.7% of significant species)
p=5.1e-16",-0.6115531590171935,weak,0.2392638036809816,0.8957055214723927,0.22699386503067484,125.0
species_Charina bottae,0.04996729200849958,0.1339375729928829,0.0273972602739726,5.548464901809304e-06,20.637972417297597,1.7755087685789773e-05,-0.1734833231025168,inf,"Below average association with VCM (z-score: -0.5, ranked #106 of 163 significant species)
Co-occurrence ratio: 2.7% (higher than 35.6% of significant species)
Effect size (Cramer's V): 0.050 (stronger than 57.7% of significant species)
Odds ratio: 0.1 (higher than 36.2% of significant species)
p=1.8e-05",-0.5399337591315208,weak,0.3558282208588957,0.5766871165644172,0.3619631901840491,106.0
species_Chimaphila menziesii,0.03702059725945728,0.3010369972410165,0.05925925925925926,0.0007631598734984994,11.32875652088037,0.0013251768346020454,-0.1350405726117301,inf,"Below average association with VCM (z-score: -0.4, ranked #68 of 163 significant species)
Co-occurrence ratio: 5.9% (higher than 58.9% of significant species)
Effect size (Cramer's V): 0.037 (stronger than 21.5% of significant species)
Odds ratio: 0.3 (higher than 58.9% of significant species)
p=1.3e-03",-0.3826744146803848,weak,0.588957055214724,0.2147239263803681,0.588957055214724,68.0
species_Chimaphila umbellata,0.021374971086799328,0.4693605145006674,0.08888888888888889,0.051972689130857654,3.7766476891558187,0.06808118342287786,-0.09929126323813232,inf,Not a significant association,,,,,,
species_Chlorogalum pomeridianum,0.09211092220642868,4.973684210526316,0.5,5.545933075951667e-17,70.13223216701523,6.538363205332491e-16,0.39673040432053713,inf,"Very strong association with VCM (z-score: 1.8, ranked #11 of 163 significant species)
Co-occurrence ratio: 50.0% (higher than 93.9% of significant species)
Effect size (Cramer's V): 0.092 (stronger than 89.0% of significant species)
Odds ratio: 5.0 (higher than 93.9% of significant species)
p=6.5e-16",1.7926630459040387,strong,0.9386503067484663,0.8895705521472392,0.9386503067484663,11.0
species_Chlosyne hoffmanni,0.04473232149664489,0.0,0.0,4.76318745275559e-05,16.540105527837056,0.0001123109462544476,-0.20653919135892573,inf,"Below average association with VCM (z-score: -0.7, ranked #153 of 163 significant species)
Co-occurrence ratio: 0.0% (higher than 6.4% of significant species)
Effect size (Cramer's V): 0.045 (stronger than 42.3% of significant species)
Odds ratio: 0.0 (higher than 6.4% of significant species)
p=1.1e-04",-0.675156762321988,weak,0.06441717791411043,0.4233128834355828,0.06441717791411043,153.5
species_Chlosyne palla,0.00438390658162598,0.8491826348459729,0.14942528735632185,0.6902071046479448,0.15886125275115734,0.7292754313261304,-0.026251725983454044,inf,Not a significant association,,,,,,
species_Cirsium andersonii,0.07539549063786145,0.03784407941296979,0.008032128514056224,7.142588723917706e-12,46.98791175045818,4.7057055122281363e-11,-0.19684811351668538,inf,"Below average association with VCM (z-score: -0.6, ranked #141 of 163 significant species)
Co-occurrence ratio: 0.8% (higher than 14.1% of significant species)
Effect size (Cramer's V): 0.075 (stronger than 79.8% of significant species)
Odds ratio: 0.0 (higher than 13.5% of significant species)
p=4.7e-11",-0.635513070623578,weak,0.1411042944785276,0.7975460122699386,0.13496932515337423,141.0
species_Cirsium vulgare,0.0,0.9954176758290786,0.17054263565891473,1.0,0.0,1.0,-0.0007728176387988535,inf,Not a significant association,,,,,,
species_Clarkia rhomboidea,0.017651544840034172,1.4418013958830285,0.2283464566929134,0.10853009407542974,2.575495773291666,0.13223913848693997,0.06896975784901796,inf,Not a significant association,,,,,,
species_Colaptes auratus,0.004303183745757321,1.126901195866713,0.1885245901639344,0.6956236120214965,0.1530647486310336,0.7315478361165034,0.020923115208740593,inf,Not a significant association,,,,,,
species_Collinsia torreyi,0.0456078083796234,0.04873278873076812,0.010101010101010102,3.375225384432761e-05,17.193876682800763,8.690235472562511e-05,-0.19435192679974464,inf,"Below average association with VCM (z-score: -0.6, ranked #136 of 163 significant species)
Co-occurrence ratio: 1.0% (higher than 16.9% of significant species)
Effect size (Cramer's V): 0.046 (stronger than 47.5% of significant species)
Odds ratio: 0.0 (higher than 16.9% of significant species)
p=8.7e-05",-0.6253018167012602,weak,0.1687116564417178,0.4754601226993865,0.1687116564417178,136.5
species_Collomia grandiflora,0.014937064198317402,0.7848642950056821,0.14046822742474915,0.1744506089871745,1.8442759208232424,0.20247117312501078,-0.0370587698302472,inf,Not a significant association,,,,,,
species_Contopus sordidulus,0.015909826814506173,0.6505791505791506,0.11904761904761904,0.14804194600352463,2.092311322885813,0.1773336679400509,-0.062903573340006,inf,Not a significant association,,,,,,
