Species,Cluster,IndVal,Specificity,Fidelity,pvalue,pvalue_adj,indval_zscore,relative_strength,interpretation,indval_percentile,specificity_percentile,fidelity_percentile,rank
species_Aquilegia formosa,0,6.293699654596757,0.7138764293649401,0.08816231207123047,0.0002,0.0007859649122807018,2.664971676745935,strong,"Exceptionally strong indicator (z-score: 2.3, ranked #6 of 162 significant species)
IndVal: 6.3 (stronger than 96.9% of significant species)
Specificity: 71.4% (better than 21.0% of significant species)
Fidelity: 8.8% (better than 98.1% of significant species)
p=2.0e-04",0.9691358024691358,0.20987654320987653,0.9814814814814815,6.0
species_Arctostaphylos nevadensis,0,2.2166979464032397,0.9432669335905961,0.02350021894613925,0.0004,0.0012619718309859157,0.06128206876808702,above_average,"Below average indicator (z-score: -0.2, ranked #68 of 162 significant species)
IndVal: 2.2 (stronger than 58.6% of significant species)
Specificity: 94.3% (better than 76.5% of significant species)
Fidelity: 2.4% (better than 50.0% of significant species)
p=4.0e-04",0.5864197530864198,0.7654320987654321,0.5,68.0
species_Arctostaphylos patula,0,5.299225361163919,0.8769321968438166,0.0604291344329295,0.0002,0.0007859649122807018,2.02987202054307,strong,"Very strong indicator (z-score: 1.7, ranked #10 of 162 significant species)
IndVal: 5.3 (stronger than 94.4% of significant species)
Specificity: 87.7% (better than 59.9% of significant species)
Fidelity: 6.0% (better than 91.4% of significant species)
p=2.0e-04",0.9444444444444444,0.5987654320987654,0.9135802469135802,10.0
species_Arctostaphylos viscida,1,5.534252302028953,0.8157257299344761,0.06784452296819787,0.0002,0.0007859649122807018,2.1799669303134803,strong,"Very strong indicator (z-score: 1.8, ranked #9 of 162 significant species)
IndVal: 5.5 (stronger than 95.1% of significant species)
Specificity: 81.6% (better than 43.2% of significant species)
Fidelity: 6.8% (better than 94.4% of significant species)
p=2.0e-04",0.9506172839506173,0.43209876543209874,0.9444444444444444,9.0
species_Ariolimax buttoni,1,1.8927058664866534,0.7651939431653184,0.024734982332155476,0.0002,0.0007859649122807018,-0.14562851698188176,below_average,"Below average indicator (z-score: -0.3, ranked #82 of 162 significant species)
IndVal: 1.9 (stronger than 50.0% of significant species)
Specificity: 76.5% (better than 30.2% of significant species)
Fidelity: 2.5% (better than 53.1% of significant species)
p=2.0e-04",0.5,0.30246913580246915,0.5308641975308642,82.0
species_Artemisia douglasiana,1,2.5660401614629778,0.7725418783978965,0.033215547703180213,0.0002,0.0007859649122807018,0.28438197406148663,above_average,"Above average indicator (z-score: 0.1, ranked #55 of 162 significant species)
IndVal: 2.6 (stronger than 66.7% of significant species)
Specificity: 77.3% (better than 32.7% of significant species)
Fidelity: 3.3% (better than 65.1% of significant species)
p=2.0e-04",0.6666666666666666,0.3271604938271605,0.6512345679012346,55.0
species_Asarum hartwegii,1,2.7392332730232227,0.7453875156399731,0.03674911660777385,0.0002,0.0007859649122807018,0.3949880363146628,above_average,"Above average indicator (z-score: 0.2, ranked #52 of 162 significant species)
IndVal: 2.7 (stronger than 68.5% of significant species)
Specificity: 74.5% (better than 27.8% of significant species)
Fidelity: 3.7% (better than 70.4% of significant species)
p=2.0e-04",0.6851851851851852,0.2777777777777778,0.7037037037037037,52.0
species_Asclepias cordifolia,1,4.142587225221011,0.7419950536313584,0.0558303886925795,0.0002,0.0007859649122807018,1.2912099079682393,strong,"Above average indicator (z-score: 1.0, ranked #24 of 162 significant species)
IndVal: 4.1 (stronger than 85.8% of significant species)
Specificity: 74.2% (better than 27.2% of significant species)
Fidelity: 5.6% (better than 88.0% of significant species)
p=2.0e-04",0.8580246913580247,0.2716049382716049,0.8796296296296297,24.0
species_Asclepias speciosa,1,1.0263585537917572,0.631433632006668,0.01625441696113074,0.0222,0.033600000000000005,-0.6989026278143532,below_average,"Below average indicator (z-score: -0.9, ranked #147 of 162 significant species)
IndVal: 1.0 (stronger than 9.9% of significant species)
Specificity: 63.1% (better than 4.9% of significant species)
Fidelity: 1.6% (better than 27.8% of significant species)
p=2.2e-02",0.09876543209876543,0.04938271604938271,0.2777777777777778,147.0
species_Bistorta bistortoides,0,1.0719789459462927,0.9415548408561606,0.011385199240986717,0.007,0.01264516129032258,-0.669768143831694,below_average,"Below average indicator (z-score: -0.8, ranked #142 of 162 significant species)
IndVal: 1.1 (stronger than 13.0% of significant species)
Specificity: 94.2% (better than 75.3% of significant species)
Fidelity: 1.1% (better than 9.9% of significant species)
p=7.0e-03",0.12962962962962962,0.7530864197530864,0.09876543209876543,142.0
species_Boloria epithore,0,1.099365228518414,0.8966370453071016,0.012260983797985696,0.0082,0.01457777777777778,-0.652278482448704,below_average,"Below average indicator (z-score: -0.8, ranked #140 of 162 significant species)
IndVal: 1.1 (stronger than 14.2% of significant species)
Specificity: 89.7% (better than 63.6% of significant species)
Fidelity: 1.2% (better than 13.0% of significant species)
p=8.2e-03",0.1419753086419753,0.6358024691358025,0.12962962962962962,140.0
species_Branta canadensis,1,1.3802204954623862,0.7233377781775097,0.019081272084805655,0.0004,0.0012619718309859157,-0.4729162961591427,below_average,"Below average indicator (z-score: -0.7, ranked #113 of 162 significant species)
IndVal: 1.4 (stronger than 30.9% of significant species)
Specificity: 72.3% (better than 24.4% of significant species)
Fidelity: 1.9% (better than 39.2% of significant species)
p=4.0e-04",0.30864197530864196,0.24382716049382716,0.39197530864197533,113.0
species_Callospermophilus lateralis,0,2.1683666628968616,0.8392926557913221,0.025835644431469858,0.001,0.002731707317073171,0.030416332226233547,above_average,"Below average indicator (z-score: -0.2, ranked #69 of 162 significant species)
IndVal: 2.2 (stronger than 58.0% of significant species)
Specificity: 83.9% (better than 48.8% of significant species)
Fidelity: 2.6% (better than 53.7% of significant species)
p=1.0e-03",0.5802469135802469,0.4876543209876543,0.5370370370370371,69.0
species_Calochortus albus,1,5.073784564821125,0.9971396054474849,0.05088339222614841,0.0002,0.0007859649122807018,1.885899096157893,strong,"Very strong indicator (z-score: 1.5, ranked #14 of 162 significant species)
IndVal: 5.1 (stronger than 92.0% of significant species)
Specificity: 99.7% (better than 87.7% of significant species)
Fidelity: 5.1% (better than 85.2% of significant species)
p=2.0e-04",0.9197530864197531,0.8765432098765432,0.8518518518518519,14.0
species_Calochortus leichtlinii,0,6.746997993219864,0.8434978695538191,0.07998832287257335,0.0002,0.0007859649122807018,2.954460928421908,strong,"Exceptionally strong indicator (z-score: 2.5, ranked #4 of 162 significant species)
IndVal: 6.7 (stronger than 98.1% of significant species)
Specificity: 84.3% (better than 50.0% of significant species)
Fidelity: 8.0% (better than 97.5% of significant species)
p=2.0e-04",0.9814814814814815,0.5,0.9753086419753086,4.0
species_Calochortus minimus,0,1.810108258545374,0.8000678502770553,0.02262443438914027,0.0022,0.004977777777777778,-0.19837770592834114,below_average,"Below average indicator (z-score: -0.4, ranked #92 of 162 significant species)
IndVal: 1.8 (stronger than 43.8% of significant species)
Specificity: 80.0% (better than 40.7% of significant species)
Fidelity: 2.3% (better than 48.5% of significant species)
p=2.2e-03",0.4382716049382716,0.4074074074074074,0.4845679012345679,92.0
species_Caloscypha fulgens,0,1.6281307803008218,0.8450245436243129,0.01926726025397752,0.0022,0.004977777777777778,-0.3145937153646721,below_average,"Below average indicator (z-score: -0.5, ranked #100 of 162 significant species)
IndVal: 1.6 (stronger than 38.9% of significant species)
Specificity: 84.5% (better than 50.6% of significant species)
Fidelity: 1.9% (better than 40.7% of significant species)
p=2.2e-03",0.3888888888888889,0.5061728395061729,0.4074074074074074,100.0
species_Caltha leptosepala,0,0.6422420084659174,1.0,0.006422420084659174,0.0138,0.022729411764705883,-0.944210412529603,below_average,"Weak indicator (z-score: -1.1, ranked #162 of 162 significant species)
IndVal: 0.6 (stronger than 0.6% of significant species)
Specificity: 100.0% (better than 94.1% of significant species)
Fidelity: 0.6% (better than 0.6% of significant species)
p=1.4e-02",0.006172839506172839,0.941358024691358,0.006172839506172839,162.0
species_Calvatia sculpta,0,1.0596228431620405,0.8540560115886046,0.01240694789081886,0.0134,0.0224,-0.6776591035901384,below_average,"Below average indicator (z-score: -0.8, ranked #144 of 162 significant species)
IndVal: 1.1 (stronger than 11.7% of significant species)
Specificity: 85.4% (better than 54.3% of significant species)
Fidelity: 1.2% (better than 14.2% of significant species)
p=1.3e-02",0.11728395061728394,0.5432098765432098,0.1419753086419753,144.0
species_Calyptridium monospermum,0,5.11251099140781,0.8501410874304589,0.060137206247263174,0.0002,0.0007859649122807018,1.9106308970436345,strong,"Very strong indicator (z-score: 1.6, ranked #13 of 162 significant species)
IndVal: 5.1 (stronger than 92.6% of significant species)
Specificity: 85.0% (better than 52.5% of significant species)
Fidelity: 6.0% (better than 90.7% of significant species)
p=2.0e-04",0.9259259259259259,0.5246913580246914,0.9074074074074074,13.0
species_Camponotus modoc,0,1.3380597600495432,0.7768684250931712,0.01722376295431324,0.0196,0.030488888888888885,-0.49984134464232394,below_average,"Below average indicator (z-score: -0.7, ranked #120 of 162 significant species)
IndVal: 1.3 (stronger than 26.5% of significant species)
Specificity: 77.7% (better than 34.6% of significant species)
Fidelity: 1.7% (better than 31.2% of significant species)
p=2.0e-02",0.2654320987654321,0.345679012345679,0.3117283950617284,120.0
species_Castilleja applegatei,0,1.631176869158118,0.8039707000433286,0.020289008903809663,0.0044,0.00849655172413793,-0.31264839611528833,below_average,"Below average indicator (z-score: -0.5, ranked #99 of 162 significant species)
IndVal: 1.6 (stronger than 39.5% of significant species)
Specificity: 80.4% (better than 41.4% of significant species)
Fidelity: 2.0% (better than 43.2% of significant species)
p=4.4e-03",0.3950617283950617,0.41358024691358025,0.43209876543209874,99.0
species_Castilleja miniata,0,1.7565150631827906,0.962710775829224,0.01824551160414538,0.0004,0.0012619718309859157,-0.2326038495042569,below_average,"Below average indicator (z-score: -0.4, ranked #94 of 162 significant species)
IndVal: 1.8 (stronger than 42.6% of significant species)
Specificity: 96.3% (better than 85.2% of significant species)
Fidelity: 1.8% (better than 33.0% of significant species)
p=4.0e-04",0.42592592592592593,0.8518518518518519,0.33024691358024694,94.0
species_Ceanothus cordulatus,0,4.368581662217884,0.896082424187267,0.04875200700627646,0.0002,0.0007859649122807018,1.435536403070515,strong,"Very strong indicator (z-score: 1.1, ranked #22 of 162 significant species)
IndVal: 4.4 (stronger than 87.0% of significant species)
Specificity: 89.6% (better than 63.0% of significant species)
Fidelity: 4.9% (better than 84.0% of significant species)
p=2.0e-04",0.8703703703703703,0.6296296296296297,0.8395061728395061,22.0
species_Ceanothus integerrimus,1,2.696832463122922,0.6579341267791267,0.04098939929328622,0.0002,0.0007859649122807018,0.36790966941445025,above_average,"Above average indicator (z-score: 0.1, ranked #53 of 162 significant species)
IndVal: 2.7 (stronger than 67.9% of significant species)
Specificity: 65.8% (better than 9.9% of significant species)
Fidelity: 4.1% (better than 77.8% of significant species)
p=2.0e-04",0.6790123456790124,0.09876543209876543,0.7777777777777778,53.0
species_Ceanothus prostratus,0,2.46907152674381,0.7551611173982965,0.03269595679462852,0.0036,0.007330909090909091,0.22245503740833347,above_average,"Below average indicator (z-score: -0.0, ranked #61 of 162 significant species)
IndVal: 2.5 (stronger than 63.0% of significant species)
Specificity: 75.5% (better than 29.6% of significant species)
Fidelity: 3.3% (better than 64.2% of significant species)
p=3.6e-03",0.6296296296296297,0.2962962962962963,0.6419753086419753,61.0
species_Ceanothus velutinus,0,2.129411644315118,0.9411999467872821,0.02262443438914027,0.0002,0.0007859649122807018,0.005538545970703258,above_average,"Below average indicator (z-score: -0.2, ranked #70 of 162 significant species)
IndVal: 2.1 (stronger than 57.4% of significant species)
Specificity: 94.1% (better than 74.7% of significant species)
Fidelity: 2.3% (better than 48.5% of significant species)
p=2.0e-04",0.5740740740740741,0.7469135802469136,0.4845679012345679,70.0
species_Certhia americana,0,1.1769053263648712,0.7199087849040834,0.01634797839731426,0.0314,0.04627368421052631,-0.6027591637398918,below_average,"Below average indicator (z-score: -0.8, ranked #132 of 162 significant species)
IndVal: 1.2 (stronger than 19.1% of significant species)
Specificity: 72.0% (better than 22.8% of significant species)
Fidelity: 1.6% (better than 28.4% of significant species)
p=3.1e-02",0.19135802469135801,0.22839506172839505,0.2839506172839506,132.0
species_Chamaebatia foliolosa,1,7.918575255427435,0.6749869871343266,0.11731448763250883,0.0002,0.0007859649122807018,3.702663593243602,strong,"Exceptionally strong indicator (z-score: 3.2, ranked #2 of 162 significant species)
IndVal: 7.9 (stronger than 99.4% of significant species)
Specificity: 67.5% (better than 12.3% of significant species)
Fidelity: 11.7% (better than 99.4% of significant species)
p=2.0e-04",0.9938271604938271,0.12345679012345678,0.9938271604938271,2.0
species_Chamaenerion angustifolium,0,5.25807487699574,0.9405501561957654,0.05590424755510145,0.0002,0.0007859649122807018,2.0035921473272653,strong,"Very strong indicator (z-score: 1.7, ranked #11 of 162 significant species)
IndVal: 5.3 (stronger than 93.8% of significant species)
Specificity: 94.1% (better than 74.1% of significant species)
Fidelity: 5.6% (better than 89.2% of significant species)
p=2.0e-04",0.9382716049382716,0.7407407407407407,0.8919753086419753,11.0
species_Charina bottae,0,1.8239317204452157,0.8799828321669134,0.020726901182309153,0.002,0.004765957446808511,-0.1895496487748299,below_average,"Below average indicator (z-score: -0.4, ranked #91 of 162 significant species)
IndVal: 1.8 (stronger than 44.4% of significant species)
Specificity: 88.0% (better than 60.5% of significant species)
Fidelity: 2.1% (better than 43.8% of significant species)
p=2.0e-03",0.4444444444444444,0.6049382716049383,0.4382716049382716,91.0
species_Chimaphila menziesii,0,1.420505736325113,0.7662901416979016,0.018537439789811705,0.019,0.029971830985915493,-0.447188992003648,below_average,"Below average indicator (z-score: -0.6, ranked #111 of 162 significant species)
IndVal: 1.4 (stronger than 32.1% of significant species)
Specificity: 76.6% (better than 30.9% of significant species)
Fidelity: 1.9% (better than 35.5% of significant species)
p=1.9e-02",0.32098765432098764,0.30864197530864196,0.3549382716049383,111.0
species_Chlorogalum pomeridianum,1,2.7529605288469345,0.8288168400677474,0.033215547703180213,0.0002,0.0007859649122807018,0.4037546535231919,above_average,"Above average indicator (z-score: 0.2, ranked #50 of 162 significant species)
IndVal: 2.8 (stronger than 69.8% of significant species)
Specificity: 82.9% (better than 45.1% of significant species)
Fidelity: 3.3% (better than 65.1% of significant species)
p=2.0e-04",0.6975308641975309,0.4506172839506173,0.6512345679012346,50.0
species_Chlosyne hoffmanni,0,1.240694789081886,1.0,0.01240694789081886,0.0024,0.0053227722772277225,-0.5620213929312615,below_average,"Below average indicator (z-score: -0.7, ranked #126 of 162 significant species)
IndVal: 1.2 (stronger than 22.8% of significant species)
Specificity: 100.0% (better than 94.1% of significant species)
Fidelity: 1.2% (better than 14.2% of significant species)
p=2.4e-03",0.22839506172839505,0.941358024691358,0.1419753086419753,126.0
species_Cirsium andersonii,0,3.4693024984696605,0.9622749561544794,0.036053130929791274,0.0002,0.0007859649122807018,0.8612310726075237,above_average,"Above average indicator (z-score: 0.6, ranked #36 of 162 significant species)
IndVal: 3.5 (stronger than 78.4% of significant species)
Specificity: 96.2% (better than 84.6% of significant species)
Fidelity: 3.6% (better than 68.5% of significant species)
p=2.0e-04",0.7839506172839507,0.845679012345679,0.6851851851851852,36.0
species_Collinsia torreyi,0,1.3631038776610402,0.9529208842709986,0.014304481097649977,0.0014,0.0036465116279069767,-0.483847456625308,below_average,"Below average indicator (z-score: -0.7, ranked #116 of 162 significant species)
IndVal: 1.4 (stronger than 28.7% of significant species)
Specificity: 95.3% (better than 81.8% of significant species)
Fidelity: 1.4% (better than 22.5% of significant species)
p=1.4e-03",0.28703703703703703,0.8179012345679012,0.22530864197530864,116.5
species_Corallorhiza maculata,0,3.1217433724554433,0.8520742567606472,0.03663698730112392,0.0004,0.0012619718309859157,0.6392698988502409,above_average,"Above average indicator (z-score: 0.4, ranked #41 of 162 significant species)
IndVal: 3.1 (stronger than 75.3% of significant species)
Specificity: 85.2% (better than 53.1% of significant species)
Fidelity: 3.7% (better than 69.1% of significant species)
p=4.0e-04",0.7530864197530864,0.5308641975308642,0.691358024691358,41.0
species_Cornus sericea,0,1.1050605892899599,0.7969231681290017,0.01386658881915049,0.0192,0.030075524475524477,-0.6486412625709793,below_average,"Below average indicator (z-score: -0.8, ranked #139 of 162 significant species)
IndVal: 1.1 (stronger than 14.8% of significant species)
Specificity: 79.7% (better than 39.2% of significant species)
Fidelity: 1.4% (better than 18.8% of significant species)
p=1.9e-02",0.14814814814814814,0.39197530864197533,0.1882716049382716,139.0
species_Crotalus oreganus,1,2.743388978974183,0.7057991645906307,0.038869257950530034,0.0002,0.0007859649122807018,0.3976419886975087,above_average,"Above average indicator (z-score: 0.2, ranked #51 of 162 significant species)
IndVal: 2.7 (stronger than 69.1% of significant species)
Specificity: 70.6% (better than 19.1% of significant species)
Fidelity: 3.9% (better than 74.4% of significant species)
p=2.0e-04",0.691358024691358,0.19135802469135801,0.7438271604938271,51.0
species_Cryptoporus volvatus,0,3.993145182210126,0.7334326445930717,0.054444606626769816,0.0002,0.0007859649122807018,1.1957719557102238,strong,"Above average indicator (z-score: 0.9, ranked #27 of 162 significant species)
IndVal: 4.0 (stronger than 84.0% of significant species)
Specificity: 73.3% (better than 26.5% of significant species)
Fidelity: 5.4% (better than 86.4% of significant species)
p=2.0e-04",0.8395061728395061,0.2654320987654321,0.8641975308641975,27.0
species_Darmera peltata,1,1.9323973744024912,0.6510338773284583,0.029681978798586573,0.001,0.002731707317073171,-0.12028038762551016,below_average,"Below average indicator (z-score: -0.3, ranked #78 of 162 significant species)
IndVal: 1.9 (stronger than 52.5% of significant species)
Specificity: 65.1% (better than 9.3% of significant species)
Fidelity: 3.0% (better than 60.8% of significant species)
p=1.0e-03",0.5246913580246914,0.09259259259259259,0.6080246913580247,78.0
species_Dendragapus fuliginosus,0,1.348540138159502,0.95245860685884,0.014158517004816814,0.0014,0.0036465116279069767,-0.49314827617543117,below_average,"Below average indicator (z-score: -0.7, ranked #118 of 162 significant species)
IndVal: 1.3 (stronger than 27.8% of significant species)
Specificity: 95.2% (better than 80.9% of significant species)
Fidelity: 1.4% (better than 20.4% of significant species)
p=1.4e-03",0.2777777777777778,0.808641975308642,0.2037037037037037,118.0
species_Dicentra formosa,1,2.488717140083613,0.6772182217727525,0.03674911660777385,0.0004,0.0012619718309859157,0.2350012865777656,above_average,"Above average indicator (z-score: 0.0, ranked #59 of 162 significant species)
IndVal: 2.5 (stronger than 64.2% of significant species)
Specificity: 67.7% (better than 13.6% of significant species)
Fidelity: 3.7% (better than 70.4% of significant species)
p=4.0e-04",0.6419753086419753,0.13580246913580246,0.7037037037037037,59.0
species_Digitalis purpurea,1,1.2302663448371927,0.7253445324769282,0.01696113074204947,0.0004,0.0012619718309859157,-0.5686812949501192,below_average,"Below average indicator (z-score: -0.7, ranked #128 of 162 significant species)
IndVal: 1.2 (stronger than 21.6% of significant species)
Specificity: 72.5% (better than 25.3% of significant species)
Fidelity: 1.7% (better than 30.2% of significant species)
p=4.0e-04",0.21604938271604937,0.25308641975308643,0.30246913580246915,128.0
species_Diplacus torreyi,0,3.6140469589884403,0.7761703986216241,0.04656254561377901,0.0002,0.0007859649122807018,0.9536690146637449,above_average,"Above average indicator (z-score: 0.7, ranked #33 of 162 significant species)
IndVal: 3.6 (stronger than 80.2% of significant species)
Specificity: 77.6% (better than 34.0% of significant species)
Fidelity: 4.7% (better than 81.5% of significant species)
p=2.0e-04",0.8024691358024691,0.3395061728395062,0.8148148148148148,33.0
species_Draperia systyla,0,0.8700603999086018,0.7947711733031776,0.010947306962487227,0.0416,0.05935286624203822,-0.7987190880806921,below_average,"Below average indicator (z-score: -1.0, ranked #155 of 162 significant species)
IndVal: 0.9 (stronger than 4.9% of significant species)
Specificity: 79.5% (better than 38.3% of significant species)
Fidelity: 1.1% (better than 8.6% of significant species)
p=4.2e-02",0.04938271604938271,0.38271604938271603,0.08641975308641975,155.0
species_Elgaria multicarinata,1,4.474515196827894,0.9175998555813724,0.04876325088339223,0.0002,0.0007859649122807018,1.5031885805631404,strong,"Very strong indicator (z-score: 1.2, ranked #20 of 162 significant species)
IndVal: 4.5 (stronger than 88.3% of significant species)
Specificity: 91.8% (better than 66.7% of significant species)
Fidelity: 4.9% (better than 84.6% of significant species)
p=2.0e-04",0.8827160493827161,0.6666666666666666,0.845679012345679,20.0
species_Ensatina eschscholtzii,1,2.0163160718498183,0.6793064861113078,0.029681978798586573,0.0002,0.0007859649122807018,-0.0666875132297186,below_average,"Below average indicator (z-score: -0.3, ranked #74 of 162 significant species)
IndVal: 2.0 (stronger than 54.9% of significant species)
Specificity: 67.9% (better than 14.2% of significant species)
Fidelity: 3.0% (better than 60.8% of significant species)
p=2.0e-04",0.5493827160493827,0.1419753086419753,0.6080246913580247,74.0
species_Eriogonum nudum,0,1.8773399526572667,0.7890586512671739,0.023792147131805576,0.0032,0.006762264150943397,-0.15544162794385494,below_average,"Below average indicator (z-score: -0.4, ranked #85 of 162 significant species)
IndVal: 1.9 (stronger than 48.1% of significant species)
Specificity: 78.9% (better than 35.8% of significant species)
Fidelity: 2.4% (better than 51.2% of significant species)
p=3.2e-03",0.48148148148148145,0.35802469135802467,0.5123456790123457,85.0
species_Eriogonum umbellatum,0,2.1243154476578243,0.7540769498395729,0.028171069916800465,0.0036,0.007330909090909091,0.0022839693905315527,above_average,"Below average indicator (z-score: -0.2, ranked #71 of 162 significant species)
IndVal: 2.1 (stronger than 56.8% of significant species)
Specificity: 75.4% (better than 29.0% of significant species)
Fidelity: 2.8% (better than 56.5% of significant species)
p=3.6e-03",0.5679012345679012,0.29012345679012347,0.5648148148148148,71.0
species_Erythranthe bicolor,1,1.1509541184513155,0.6031852139291153,0.019081272084805655,0.043,0.060962025316455684,-0.6193323455031481,below_average,"Below average indicator (z-score: -0.8, ranked #135 of 162 significant species)
IndVal: 1.2 (stronger than 17.3% of significant species)
Specificity: 60.3% (better than 1.9% of significant species)
Fidelity: 1.9% (better than 39.2% of significant species)
p=4.3e-02",0.1728395061728395,0.018518518518518517,0.39197530864197533,135.0
species_Erythranthe breweri,0,1.5917528452010723,0.9241609103790294,0.01722376295431324,0.001,0.002731707317073171,-0.33782570258424055,below_average,"Below average indicator (z-score: -0.5, ranked #101 of 162 significant species)
IndVal: 1.6 (stronger than 38.3% of significant species)
Specificity: 92.4% (better than 69.1% of significant species)
Fidelity: 1.7% (better than 31.2% of significant species)
p=1.0e-03",0.38271604938271603,0.691358024691358,0.3117283950617284,101.0
species_Erythranthe cardinalis,1,2.062940597135338,0.6486802099881119,0.03180212014134275,0.0008,0.002268354430379747,-0.03691176118162909,below_average,"Below average indicator (z-score: -0.2, ranked #72 of 162 significant species)
IndVal: 2.1 (stronger than 56.2% of significant species)
Specificity: 64.9% (better than 8.0% of significant species)
Fidelity: 3.2% (better than 63.0% of significant species)
p=8.0e-04",0.5617283950617284,0.08024691358024691,0.6296296296296297,72.0
species_Erythranthe erubescens,0,2.393811122463874,1.0,0.02393811122463874,0.0002,0.0007859649122807018,0.1743915960509085,above_average,"Below average indicator (z-score: -0.1, ranked #64 of 162 significant species)
IndVal: 2.4 (stronger than 61.1% of significant species)
Specificity: 100.0% (better than 94.1% of significant species)
Fidelity: 2.4% (better than 51.9% of significant species)
p=2.0e-04",0.6111111111111112,0.941358024691358,0.5185185185185185,64.0
